edad,experiencia,kilometraje,antiguedad_auto,anio_fabricacion,siniestros_5y,prima_real
44,4,113843,4,2021,1,416.484861691316
22,4,74420,18,2007,1,625.4237772119264
42,14,159978,20,2005,0,380.6997194239233
20,2,107447,23,2002,0,458.9892302131912
50,27,66896,23,2002,0,265.7483493463911
21,3,103431,29,1996,0,488.9141850958244
42,22,153018,1,2024,0,298.93365249683984
37,19,47020,21,2004,0,377.21525483854805
51,17,22161,3,2022,1,311.89068807382216
43,25,27738,24,2001,1,352.43655146287375
22,4,134997,9,2016,0,448.5457746686858
52,15,139535,1,2024,1,332.05803002982145
45,12,57153,7,2018,0,302.6214093765889
46,28,61009,0,2025,0,289.20824845540204
26,8,87938,26,1999,1,391.29566622952206
69,25,99546,5,2020,0,279.8275041653249
55,0,172624,10,2015,0,392.56442390125335
67,37,56271,26,1999,1,338.1269414220959
23,1,9797,29,1996,0,513.2735513247991
36,5,86130,27,1998,0,358.6999791806987
61,37,71942,9,2016,0,312.4122901428853
74,23,118065,12,2013,0,359.82731228692757
28,10,13965,0,2025,1,342.9694581577303
19,1,13733,1,2024,0,431.16161755668014
64,7,184295,2,2023,1,397.21170380335633
61,27,127182,8,2017,0,253.71909037786875
61,9,157998,4,2021,0,366.39097506651024
26,8,159855,9,2016,1,399.0207221657972
38,20,83360,9,2016,0,301.6573053172773
41,5,167466,11,2014,3,626.4992334151071
51,13,108378,17,2008,0,349.7950852851963
39,21,195868,25,2000,0,350.707339441624
20,2,28287,20,2005,0,525.3957292370924
29,11,82104,20,2005,1,409.660860156373
45,27,161508,0,2025,1,329.3268491651548
47,11,86916,2,2023,0,352.7706604561116
43,25,3188,4,2021,1,296.82798866648096
65,13,91205,24,2001,2,532.6269155483985
38,20,97349,25,2000,0,355.2432786829321
45,22,137837,16,2009,0,292.4524806135386
73,6,182698,7,2018,1,412.6457278068903
43,25,141879,16,2009,1,396.1774826071129
50,24,10204,8,2017,1,375.5460489425603
38,12,189016,5,2020,0,290.5306569653855
52,20,42120,16,2009,0,340.79990703805584
69,9,102903,7,2018,0,341.31629421446615
51,8,153730,20,2005,0,401.89658554960744
58,14,37081,6,2019,0,314.5805252149748
68,1,34986,6,2019,0,404.35462953445904
64,24,79322,14,2011,3,491.4017803384757
35,12,94819,6,2019,1,288.05895568641
28,10,130015,21,2004,0,334.0047659767551
74,33,50304,26,1999,0,370.85269337637857
40,22,65592,7,2018,0,278.95427870720675
65,37,58548,8,2017,0,244.7270848370663
39,2,98447,27,1998,0,454.02388404231624
34,5,39986,14,2011,1,439.3458871132557
22,4,74095,1,2024,1,544.4103525259846
61,2,91594,6,2019,0,377.5539611779129
28,10,88281,14,2011,0,314.48235299328826
47,29,66151,17,2008,1,361.7370481712413
32,8,73598,21,2004,0,343.0520631518608
44,11,28214,17,2008,0,377.97516892050953
52,4,38745,9,2016,0,343.53759667919644
50,2,173620,21,2004,1,545.7075088875125
37,10,141753,17,2008,0,388.2297448049409
33,15,138056,0,2025,1,435.7298090267901
51,3,158651,6,2019,1,449.08083818944175
19,1,90810,2,2023,1,544.1987276911358
52,0,186005,13,2012,0,410.1614125716553
57,26,158471,11,2014,1,409.42497213564536
73,27,162553,13,2012,0,332.84686649054225
45,27,944,28,1997,1,410.13098905367264
64,17,93993,3,2022,2,384.8128309277483
56,11,9114,12,2013,0,305.70050891532173
23,5,39846,15,2010,0,476.8780418575716
26,1,32596,15,2010,1,477.8060337080879
37,19,104087,21,2004,0,350.92293424704707
18,0,6907,4,2021,0,458.8513370174595
25,7,159186,19,2006,1,431.78053133305224
72,34,25009,24,2001,0,286.9124714644388
40,21,84846,5,2020,0,303.80729054109656
20,2,50241,5,2020,2,650.3121626653599
21,3,166797,17,2008,1,682.6293762072462
42,24,18996,5,2020,0,265.8962452552727
64,34,137119,6,2019,0,279.4983265455688
55,14,28767,23,2002,0,356.46597635760367
32,14,16347,29,1996,1,451.8343656665221
38,15,102063,23,2002,1,413.3743166531657
52,9,24102,15,2010,0,358.2894224460049
74,31,4263,8,2017,0,291.54536385536045
70,1,108585,25,2000,0,436.0732557011511
70,23,67438,26,1999,0,353.9915875608368
63,22,96359,12,2013,1,372.22233664056273
69,1,161612,11,2014,1,529.5039830407554
31,13,130251,18,2007,1,403.2611093031245
53,30,194841,25,2000,1,429.08480052284915
29,11,171915,22,2003,0,376.256959738094
34,16,27690,22,2003,0,413.6039286748155
56,28,2994,0,2025,0,270.37766799735664
26,2,103533,7,2018,1,403.3514006755493
52,13,67546,3,2022,1,369.6810500193894
30,12,138449,20,2005,0,391.164366382681
32,0,78572,29,1996,0,389.52720570826085
35,2,26467,21,2004,0,388.66135604696876
68,25,131120,18,2007,0,304.89553888604803
50,17,168050,20,2005,0,360.12268323502445
23,5,47606,25,2000,1,476.9934570926373
44,26,98112,4,2021,1,277.7753748528107
40,22,73414,16,2009,0,317.47285811400786
44,20,93145,2,2023,1,381.45129321043703
51,0,180294,18,2007,0,434.36507333509167
73,20,48115,0,2025,0,297.8844392100505
63,26,89606,28,1997,0,316.04885781256485
55,5,40647,22,2003,1,380.8429779486127
31,13,54607,0,2025,0,325.7658209104399
53,27,188482,22,2003,1,416.2170100625271
70,16,21996,19,2006,0,360.73429528952204
25,7,185993,8,2017,1,416.39905994393496
52,2,83697,22,2003,0,486.77288994164746
36,11,46022,4,2021,0,269.2620586051267
47,29,40148,6,2019,2,351.21695271414626
31,11,67764,24,2001,0,395.48774593679616
37,1,91901,25,2000,1,516.36684244829
66,21,90724,5,2020,1,326.07081670472354
42,22,124766,16,2009,0,296.15740409407823
57,29,8888,21,2004,0,303.54340783748967
41,4,170231,16,2009,1,540.1055809443902
31,8,173269,12,2013,2,486.45065283712074
43,20,98941,11,2014,1,443.19596090705465
55,10,155546,3,2022,0,269.6802802415737
40,4,17333,29,1996,1,471.32816111621264
39,21,36355,7,2018,0,257.0467701620105
65,26,129686,4,2021,0,334.30453163557837
74,1,197330,4,2021,0,392.976084940451
36,18,162217,12,2013,1,464.8938749642786
63,30,103170,25,2000,0,284.17531467795186
68,32,75675,10,2015,2,404.06187038544596
20,2,180926,7,2018,1,682.5564368548733
59,29,67664,7,2018,1,338.74503238816646
36,18,86153,0,2025,1,349.93486350567724
26,8,93616,12,2013,1,353.04781537573456
45,27,35285,28,1997,0,331.310767057728
37,10,148605,4,2021,0,270.42160581108266
62,22,163696,27,1998,0,318.87671991113916
24,1,46996,20,2005,1,648.9513225123133
31,13,46947,7,2018,1,345.7911097644165
26,8,159028,16,2009,1,452.57572427377767
72,34,51030,22,2003,1,395.0935903232547
74,1,189669,22,2003,0,434.21808408050424
36,18,42443,12,2013,3,513.3312739651224
64,36,128344,8,2017,0,283.9291075644787
69,20,65464,1,2024,1,382.63050999063086
31,4,128019,18,2007,0,396.6730546071349
73,20,135024,19,2006,0,326.18607016415496
55,28,187952,16,2009,0,308.5471397709581
70,19,183273,6,2019,1,417.4047286511854
53,35,120454,29,1996,0,368.06694253660015
57,19,124444,25,2000,0,372.94635257559753
34,16,112175,2,2023,0,297.2643917139807
47,1,42460,18,2007,1,518.293661379481
26,8,153868,18,2007,0,354.5457661915155
50,25,162818,23,2002,0,352.60210875090985
73,5,15,8,2017,0,267.44198824808916
69,2,49757,9,2016,1,428.33443926693604
42,24,157029,28,1997,0,373.8208028408958
31,0,81541,13,2012,0,438.3611421612505
28,4,21292,17,2008,1,513.8542563524807
70,12,122694,25,2000,1,426.48830492856695
52,18,162948,14,2011,0,357.4163311682901
58,11,191799,25,2000,0,383.77442019180273
31,13,47046,0,2025,2,443.4982665933761
47,29,14817,29,1996,1,365.30536653855177
58,11,9759,24,2001,2,476.8625456618872
21,3,179504,5,2020,1,579.8932400074377
21,3,6412,29,1996,0,508.9515272191026
45,27,188829,14,2011,0,318.35029963674884
25,7,20504,24,2001,4,621.7221515896842
19,1,108500,5,2020,0,440.39173014506184
58,12,8507,17,2008,0,300.772630384546
63,2,21050,0,2025,0,438.02826981621536
39,19,135892,29,1996,0,313.87715534571726
58,30,138907,23,2002,0,306.4591839854803
73,4,100153,2,2023,0,361.83503707852486
72,23,13587,16,2009,2,418.6539714871396
33,15,57732,15,2010,1,411.30846513623237
46,28,51921,7,2018,1,299.4436563062458
66,7,176571,27,1998,0,401.3153794741068
65,23,117734,16,2009,1,371.93284338494715
47,19,130104,7,2018,0,321.55179775042035
29,11,137912,16,2009,0,389.0968701507877
52,11,196149,24,2001,2,522.863137680837
28,10,31440,29,1996,1,437.20346839910013
63,38,35183,8,2017,0,316.0903544165811
67,24,96172,11,2014,0,306.79596876226594
38,20,133461,28,1997,1,434.7329775020602
38,20,186148,24,2001,0,365.5415464874754
22,4,114515,18,2007,0,553.4163610531164
65,39,123183,3,2022,0,255.00605176178112
37,19,66299,20,2005,1,435.0919018863223
54,12,115503,21,2004,0,374.85353692759907
20,2,39023,24,2001,0,482.13068699368597
61,14,181101,28,1997,0,359.4987032477521
50,32,39941,10,2015,1,302.7845838282014
70,4,185022,27,1998,0,487.79798649002583
26,8,121677,3,2022,0,264.7395709154568
26,8,76054,13,2012,0,354.77067692734397
21,3,65363,13,2012,2,746.2943314575193
52,23,61742,5,2020,0,275.08166949496245
34,16,45215,28,1997,1,452.2419902297421
51,17,47857,16,2009,0,287.26218364104096
41,6,55476,1,2024,1,378.237466457186
49,3,159245,7,2018,0,390.5474047942264
18,0,140467,3,2022,0,404.8461636647083
25,4,59768,9,2016,1,399.5670645618843
62,15,103591,6,2019,2,466.9530432182578
40,22,46229,3,2022,0,288.966641054565
64,25,157711,15,2010,0,365.60723751384404
57,17,111706,13,2012,0,373.76893329840897
29,11,62583,15,2010,2,442.2952754834028
71,22,159996,24,2001,0,348.9218517545909
29,11,126011,8,2017,2,452.95255931613065
63,14,30104,3,2022,0,287.921923589311
64,32,37594,28,1997,1,413.47339271625475
32,14,3664,23,2002,1,395.6218037920265
58,20,10528,5,2020,0,303.7428357401631
36,16,159262,0,2025,2,473.92602086091165
43,22,197105,6,2019,1,379.0379527179598
69,16,192233,0,2025,1,387.36790617799227
46,13,128404,18,2007,0,375.3633635614924
39,21,32899,7,2018,0,282.84043427297695
57,19,70979,24,2001,2,433.836191487605
38,20,17241,2,2023,0,355.0971790208671
68,18,46211,0,2025,1,331.2640381371396
55,37,63472,0,2025,1,381.57001665908047
37,12,31346,6,2019,0,295.26943676423366
74,17,81196,20,2005,0,334.68274523457046
46,22,104451,12,2013,0,322.4771452875447
68,32,102908,29,1996,0,289.5416023856591
21,3,173292,0,2025,0,438.4225418102856
72,39,149014,15,2010,0,307.2207391025769
24,6,49167,21,2004,0,442.50158431035294
45,8,36373,29,1996,1,460.1330986166134
45,27,67143,21,2004,0,274.75918947251097
21,3,120623,13,2012,2,741.9066974895717
39,16,110013,3,2022,1,356.88299602889555
29,11,2016,22,2003,1,414.99125217394356
62,26,69110,22,2003,1,401.7613466130761
20,2,177381,11,2014,0,553.9073148403901
39,21,7274,24,2001,1,377.62577925486744
61,36,15748,11,2014,1,405.2981336460541
19,1,151247,16,2009,0,600.1380115856963
41,19,11826,20,2005,1,377.39144447581145
51,24,83008,14,2011,3,478.41185991796544
44,3,129288,9,2016,1,427.6882091457587
72,9,165201,2,2023,1,420.4181572357147
58,9,154562,22,2003,3,599.6639156142194
18,0,105623,19,2006,0,519.9821376676464
25,7,172507,19,2006,0,417.00927566692553
40,10,139592,28,1997,0,334.840224366319
55,26,83106,11,2014,1,416.7947627194339
23,5,192949,0,2025,1,446.836990009925
39,21,150870,0,2025,0,285.21745686139434
42,24,54638,9,2016,0,229.0456649296214
35,15,69072,17,2008,0,348.5009568967741
34,6,67309,14,2011,0,367.52974865334016
29,11,160966,1,2024,0,325.1635018322269
23,5,194035,16,2009,1,555.0170877405072
43,15,124724,7,2018,0,259.21141358185
44,26,185639,21,2004,1,460.3000473346977
25,7,127843,21,2004,0,344.32764408618374
36,18,35326,25,2000,0,331.4357094722825
59,20,186131,25,2000,0,426.37597240643436
18,0,5079,8,2017,0,439.4386393388495
74,16,156910,20,2005,2,503.9891301770049
46,28,121412,19,2006,1,351.2915833417017
62,5,87340,10,2015,0,274.282801332493
66,23,178181,5,2020,0,265.01915499856466
52,26,85211,23,2002,0,289.6969037168397
57,19,156666,13,2012,1,527.8485190113713
31,13,42749,0,2025,1,325.50531104077584
52,1,167364,6,2019,0,351.2354412806007
65,8,118192,23,2002,2,491.340884027368
62,27,74534,8,2017,0,267.7210086280608
37,19,79233,10,2015,0,319.8012286971248
73,2,51818,23,2002,0,397.3774703932816
66,19,111910,22,2003,0,318.94459838086834
30,5,13429,15,2010,0,395.2115930244794
55,37,57748,18,2007,1,324.24931246333585
66,32,48807,1,2024,0,280.8179669778893
63,0,7140,14,2011,0,434.709087842758
66,36,63226,2,2023,0,294.65106367544456
25,5,145973,3,2022,0,290.89856195588237
60,33,88815,19,2006,0,273.05334330628745
37,14,28525,21,2004,1,458.98542088178334
50,25,20491,27,1998,0,297.13367239898867
43,13,199888,6,2019,0,375.899939432438
56,6,166052,11,2014,2,542.3422183971325
38,20,8078,3,2022,0,285.48227964682263
70,23,91654,9,2016,0,281.80329141850194
66,30,129101,5,2020,0,304.5240587117376
59,28,179776,24,2001,2,480.63264751471627
60,31,16997,29,1996,0,288.37252672327645
71,16,131940,21,2004,0,291.37341017567024
58,13,157470,13,2012,1,442.6722938130817
26,8,97356,2,2023,1,384.22921742656473
41,23,113711,16,2009,0,280.18998449290683
54,23,21246,10,2015,1,344.4348619378849
66,26,151633,9,2016,0,297.8459722716071
58,24,147326,25,2000,0,332.8648601273047
34,16,34512,28,1997,1,343.8230429877938
41,17,57865,20,2005,0,302.3899460170358
38,17,154652,9,2016,1,382.1220500148122
68,36,103393,9,2016,1,379.988192288045
56,25,72144,2,2023,1,301.3719551612561
72,8,173557,23,2002,1,451.5965008008399
58,34,181693,25,2000,1,474.3819206548815
56,7,117363,14,2011,0,357.8591130828378
30,12,50665,16,2009,1,439.7889028308881
28,10,181675,26,1999,0,360.2302584750172
63,18,152110,17,2008,1,490.76960221903903
36,18,93542,18,2007,1,453.9418480654518
28,10,101311,18,2007,1,429.04794743167696
30,12,14325,11,2014,0,342.4206917512673
63,10,166964,23,2002,1,472.1828176369675
62,30,132825,4,2021,2,329.2294243620405
18,0,149068,23,2002,0,550.1590170297467
57,35,68811,26,1999,1,347.12634890398266
61,29,176283,15,2010,1,401.502054194593
36,18,116737,29,1996,0,384.5266461169762
29,11,193892,14,2011,1,488.32686751280016
25,7,824,14,2011,0,296.36616846461254
25,7,144952,26,1999,0,316.5801443305879
70,30,117718,5,2020,0,289.2034005237544
62,36,66617,11,2014,0,258.31777602761656
29,11,11517,1,2024,0,342.5803869668254
65,14,152755,26,1999,0,383.0377523040996
50,28,147948,19,2006,0,352.88752721375556
62,25,103068,8,2017,0,247.653394237557
43,1,187426,3,2022,1,455.51485057222396
56,19,115016,4,2021,0,331.0245899316561
45,14,9982,20,2005,1,405.1088197290718
22,3,157670,25,2000,1,645.8723554554855
25,7,145711,7,2018,0,316.8441593361527
42,24,70210,21,2004,2,386.9288166341518
44,22,69852,9,2016,0,313.2640278812638
63,25,113618,6,2019,1,329.5262532795343
40,10,9695,21,2004,1,387.3103054936158
47,27,48582,13,2012,0,344.85564170944696
62,1,31094,29,1996,0,448.8835617545661
64,7,191707,29,1996,0,379.61197227874123
40,22,22187,4,2021,0,338.2622617107867
66,10,118013,15,2010,1,481.57034387944276
64,36,128721,14,2011,1,382.3004596891004
37,17,106683,4,2021,0,331.96218305382274
35,13,1214,2,2023,0,339.26415673350493
35,9,23940,22,2003,0,310.95229643478785
19,1,44406,28,1997,1,629.6014879366805
21,3,174553,9,2016,0,474.54492367330636
47,29,147049,4,2021,0,245.31295328927015
50,10,175911,22,2003,0,383.14820443708396
53,11,188946,14,2011,1,461.30223781357813
35,2,58414,17,2008,1,448.4397118922519
54,36,101440,24,2001,0,320.81145822761147
36,13,156610,7,2018,0,322.47156616975946
64,27,103569,20,2005,1,414.5375674377529
45,10,187313,1,2024,0,364.881317808179
57,38,60481,21,2004,0,284.81974542161424
37,19,27740,7,2018,0,339.3818511341564
66,20,63328,22,2003,0,361.07866027330425
50,9,181715,7,2018,0,323.45157041555404
29,11,11881,3,2022,0,284.63463043481016
68,18,36996,29,1996,0,310.5706080340369
32,14,163249,18,2007,0,342.9600647833095
58,20,122196,22,2003,0,290.186131812776
56,31,37177,17,2008,1,373.22645188564394
19,1,66126,29,1996,1,559.198351490804
46,12,56531,20,2005,1,388.0045226697334
58,4,26119,28,1997,1,516.5054857298895
27,3,117744,22,2003,0,458.7979446566255
19,1,116894,0,2025,1,505.54755976090416
68,13,158987,19,2006,1,473.68823181454167
28,7,133780,14,2011,0,335.7094525117115
30,8,169821,17,2008,0,364.0138160593061
27,9,44989,21,2004,1,418.6400121022335
31,13,22106,11,2014,1,394.3546094113568
35,17,17131,0,2025,1,357.47473953580396
68,17,46553,6,2019,0,302.12808114233354
71,32,189216,18,2007,0,376.36743530714017
26,7,6553,27,1998,0,386.3248771340648
74,16,17881,0,2025,0,282.0436154432505
56,30,1379,23,2002,0,302.4017931713691
45,27,90791,6,2019,0,294.12633095008937
20,2,105664,1,2024,0,444.57109428267285
37,19,69306,6,2019,0,321.42989707456917
23,5,150798,18,2007,0,501.4409911741222
44,2,140160,12,2013,0,444.57554561584936
70,11,165386,24,2001,2,533.933302545636
19,1,186113,23,2002,1,648.195632135187
46,11,104512,4,2021,0,294.96251820996696
55,1,16350,22,2003,1,481.5814750600098
20,1,99599,18,2007,1,644.3141684396081
33,14,81397,0,2025,0,345.76411265079736
47,22,79509,0,2025,0,316.60901185896194
57,28,17769,26,1999,0,337.0657561290292
19,1,178321,17,2008,0,541.206548799384
34,16,101584,23,2002,0,387.094645471034
58,6,46365,0,2025,0,312.7956869496729
29,11,50185,26,1999,0,320.25665920878015
52,27,133858,27,1998,0,336.3578266079021
60,13,126525,4,2021,0,293.36853951995465
18,0,132692,8,2017,0,391.51396946587937
72,16,36303,11,2014,0,315.59137347786395
62,31,19589,8,2017,1,322.04029433161764
32,5,2882,17,2008,0,341.8572135313215
43,23,193320,22,2003,0,309.60139297403964
54,5,180394,10,2015,1,418.5321815862437
38,20,129236,0,2025,1,375.5929968596768
66,17,155596,18,2007,2,488.2271214031808
48,23,9745,21,2004,0,389.5016989718493
42,24,15861,24,2001,2,398.26236049834796
40,22,91707,9,2016,0,256.2676140903308
41,23,54261,1,2024,1,335.26212293928353
74,33,133909,6,2019,0,256.3634444575896
55,37,74135,19,2006,0,354.128292943064
45,14,54380,1,2024,0,294.7413212661704
38,10,86089,18,2007,1,386.3484469185234
71,21,105025,5,2020,0,288.43560137025736
60,23,180903,9,2016,1,269.41769398020335
35,0,169327,8,2017,0,412.01457033788404
53,17,160592,7,2018,0,368.697745528009
52,11,160613,25,2000,0,310.29983358789696
62,27,196844,29,1996,0,329.4299201822024
72,39,158422,10,2015,0,247.61465868848506
26,6,44397,8,2017,0,300.39385854533106
70,22,77085,19,2006,0,377.80561118989556
55,20,63865,27,1998,2,489.8781886238025
47,29,55956,19,2006,0,303.9421036104739
61,10,158525,8,2017,0,245.26880133511077
51,21,193417,7,2018,0,263.8163269921949
49,31,100727,27,1998,0,306.5094325267693
20,2,143978,14,2011,0,520.2947478704177
20,2,14988,1,2024,0,460.2934583911828
45,17,158795,23,2002,0,402.54284088549366
61,13,33800,0,2025,0,272.8299499302295
32,14,170179,8,2017,1,397.20269586330664
58,27,158502,8,2017,0,282.11077568363027
40,22,163607,12,2013,0,313.3996908020245
57,7,199548,7,2018,2,435.8442233895577
28,7,87329,26,1999,1,430.22605335635745
65,3,52284,20,2005,1,419.87319230505517
49,26,56232,4,2021,0,214.3478975183083
74,35,44420,28,1997,1,467.61570432039997
71,4,37710,2,2023,1,412.06481589691407
53,32,92035,20,2005,1,416.66593021788617
50,32,171570,3,2022,0,295.0602286782245
41,23,31283,16,2009,3,479.9528053187114
56,7,197241,15,2010,1,475.1159484851917
51,33,193529,15,2010,0,343.96778657941894
73,25,25968,24,2001,0,305.1277802301824
45,27,62508,25,2000,0,309.180189770924
54,33,194292,29,1996,1,421.68100514902414
24,6,113435,19,2006,1,496.8537762050621
21,3,85366,2,2023,1,525.5441845503856
54,27,5738,5,2020,0,240.67392919507557
73,38,3098,0,2025,1,287.77632955689586
18,0,95424,20,2005,0,573.0025003463171
18,0,78672,15,2010,0,490.31242975550083
64,13,38244,14,2011,0,374.9578532832102
37,19,139325,6,2019,0,289.3251276332086
36,3,54333,1,2024,1,448.21428588057404
46,17,125349,9,2016,0,299.9424913761009
27,9,50969,24,2001,0,291.2616207922064
35,6,90744,27,1998,2,483.8684256293783
45,27,117286,14,2011,0,328.67174882525165
52,27,175483,5,2020,0,268.35054400668355
60,4,75028,1,2024,1,501.6514425693731
64,2,35421,23,2002,1,521.1657224300658
48,30,132526,23,2002,0,335.12908331729284
44,19,148594,16,2009,0,372.81515091603774
28,10,38575,27,1998,0,274.978835481331
66,10,3192,0,2025,0,321.1459283044321
66,39,111116,0,2025,0,338.28237053482997
55,2,186340,27,1998,1,569.2624132266544
22,4,127874,3,2022,1,532.1161356915869
25,6,81311,19,2006,4,587.5404380776215
51,22,141474,15,2010,0,274.14437253844494
65,6,80781,7,2018,0,260.04195247723885
69,33,36527,0,2025,1,311.98706395048805
73,18,52181,25,2000,1,381.95597303987415
29,8,91472,18,2007,0,340.44078498437136
55,17,158074,10,2015,2,468.1181606827966
18,0,81219,16,2009,0,465.904715884569
48,13,143532,24,2001,0,322.0473063482112
21,3,119783,9,2016,0,432.6285082055659
66,18,161554,11,2014,0,361.28213293879696
62,38,147519,8,2017,0,270.53745233481385
67,14,179300,6,2019,1,399.7434679017793
22,4,83265,28,1997,0,504.77126161102626
47,26,50126,11,2014,3,476.62621406447363
73,39,20545,14,2011,1,371.981594222283
41,9,55114,7,2018,1,403.26889944509924
20,2,93740,16,2009,0,473.8363218944594
28,10,188873,4,2021,0,363.9505749075217
62,27,13890,13,2012,0,261.49007115839015
21,3,121284,1,2024,1,550.8550173053331
43,13,52482,15,2010,1,445.48838384910533
44,26,194469,28,1997,0,301.8448694209725
63,9,132812,16,2009,3,562.5228107433041
71,18,161193,2,2023,0,298.6125141035695
60,29,142290,22,2003,0,345.60947176804547
44,21,71591,0,2025,0,221.99755586956064
59,2,88241,26,1999,0,387.22580744508497
68,36,34722,17,2008,1,376.5413950475509
67,17,49431,17,2008,0,366.3442136214894
23,5,182615,3,2022,0,415.28150707316615
32,1,42000,14,2011,0,428.8542194540295
70,11,71975,27,1998,1,397.5235007766613
47,5,30921,18,2007,0,312.2668030170944
59,39,99265,18,2007,0,354.4383805093926
54,28,88747,9,2016,2,392.96294560469636
54,29,161686,4,2021,0,282.36795013281306
59,1,192261,18,2007,0,405.78742994751553
54,8,17601,10,2015,3,516.6951935315624
52,1,93332,6,2019,0,397.930630965094
40,22,123254,4,2021,1,317.47606640890905
23,5,151586,19,2006,1,549.4316162589769
21,3,198684,11,2014,0,561.4711089382201
35,17,119004,18,2007,0,338.67637426264287
26,7,147364,14,2011,0,368.086107434841
66,36,162582,11,2014,0,307.41421094698126
46,28,28000,3,2022,1,306.49186310689447
30,5,130439,29,1996,0,339.48994787534343
64,39,119277,11,2014,0,318.251718330014
69,18,30383,17,2008,0,370.9913737042607
34,16,142857,16,2009,1,423.329417039802
62,26,40910,18,2007,0,363.06313338556134
49,0,170100,15,2010,0,425.65360242572194
65,32,155927,10,2015,1,400.2490706464223
39,21,24281,1,2024,1,295.38375383303253
21,3,113838,15,2010,1,609.1408975332204
22,4,4841,0,2025,0,461.61669203754633
54,16,97204,16,2009,0,380.3361024852621
58,7,60155,17,2008,0,333.19036564765014
66,33,157990,28,1997,1,421.6354475424008
30,8,56313,28,1997,0,335.5312865098002
51,22,111688,24,2001,0,241.63304867544946
62,34,148515,28,1997,0,309.34692547959827
39,6,163322,12,2013,1,418.1541187689355
70,14,132994,4,2021,1,398.14467194652383
40,19,31976,24,2001,1,452.3521888177205
68,24,143063,23,2002,0,285.4200693467531
20,2,104405,28,1997,2,694.8091428144704
59,23,53744,26,1999,4,540.0305877238555
51,33,153805,5,2020,0,312.97184167080735
49,21,2473,0,2025,0,286.09083607906064
62,10,139180,9,2016,0,402.24152117537983
68,7,28715,4,2021,2,410.73961284298446
66,38,163282,27,1998,1,412.60108993190147
38,20,37317,0,2025,1,417.95199014009285
63,37,65516,22,2003,0,319.0902356313996
61,7,164434,25,2000,0,346.85772981856906
38,20,54604,29,1996,1,424.25897939769834
61,26,4889,10,2015,1,345.144459386755
28,10,73748,23,2002,0,334.7491436342413
56,38,31971,23,2002,0,334.35838971947123
21,3,50551,6,2019,0,471.1887016830066
68,31,134273,17,2008,1,358.84664793535734
18,0,108957,20,2005,0,564.0510897899331
45,16,89882,19,2006,1,390.49262083915147
41,23,37958,20,2005,0,323.61935334974163
52,15,5681,9,2016,0,281.93658251314184
30,12,101982,24,2001,1,363.21276862665786
64,8,46870,14,2011,0,355.75115934242586
51,32,128396,3,2022,0,327.87983958966896
28,10,67203,15,2010,0,343.38476780814153
53,12,159224,14,2011,0,334.69724820358107
68,20,50061,14,2011,1,420.6617417558035
34,16,188691,11,2014,2,506.7395137451592
52,4,58235,7,2018,0,391.61376472010596
35,9,37890,7,2018,1,353.1409675061133
57,5,90073,17,2008,0,291.8231297383984
39,12,61401,29,1996,1,429.2557195478777
74,0,11217,5,2020,0,366.2663292735102
41,19,48351,4,2021,1,351.0036501715013
36,7,33741,1,2024,0,268.8359206104642
54,9,151726,11,2014,2,584.9741219028355
56,8,192386,25,2000,0,365.942744042784
38,2,1408,3,2022,0,386.9129451418919
25,7,42903,22,2003,0,331.1021432040296
45,11,107042,12,2013,2,503.42472627518254
22,4,132290,16,2009,1,622.6035649728191
34,16,181644,15,2010,0,380.3404437587071
54,24,189870,8,2017,0,272.205788461785
53,10,122189,25,2000,2,498.8443322468103
71,35,109268,27,1998,0,352.65370764225815
36,18,30105,0,2025,0,268.96861853511206
44,25,69634,14,2011,1,347.63149720069174
70,13,117426,11,2014,1,502.33738872160393
51,33,196135,4,2021,0,266.9519447793963
28,10,138691,22,2003,1,397.36268946546414
71,0,143011,23,2002,0,455.51101161688297
62,3,18226,17,2008,0,456.4147797334136
64,29,25322,19,2006,1,299.75750768816874
29,11,117504,1,2024,0,322.9627774185214
71,34,58215,3,2022,1,318.14985705297306
38,12,147950,14,2011,0,340.5193523690853
71,30,137632,5,2020,1,358.95370750222634
28,10,169350,21,2004,2,520.8547221668287
56,22,167284,11,2014,0,326.1914890760104
45,3,94835,28,1997,0,404.35401726167186
22,4,73079,17,2008,0,507.02692031281106
34,6,23946,26,1999,2,493.42071039770633
73,21,162812,19,2006,2,517.8698977903204
37,19,110733,3,2022,1,372.82655403328073
58,10,7253,29,1996,0,344.61406854100045
63,32,79311,0,2025,0,286.3916629292778
29,11,32813,14,2011,1,437.4058839359863
23,5,195403,29,1996,0,491.7153106546577
34,11,158704,17,2008,1,435.3808518636929
68,6,48365,13,2012,0,357.7381352533799
36,18,67593,2,2023,0,236.41344493081854
43,25,164503,28,1997,0,387.5676433347205
65,39,168508,14,2011,0,387.48243679851663
61,8,149485,26,1999,0,371.68203089533307
61,33,38485,4,2021,0,307.37803374931093
69,12,199304,26,1999,0,377.2751396134175
49,31,111504,23,2002,0,287.98540274890314
23,5,16101,21,2004,0,393.6329172262774
72,23,8831,2,2023,0,300.24412798228707
53,16,51897,21,2004,0,322.48155227975474
55,1,5004,6,2019,0,348.78713550096694
28,10,45924,5,2020,1,366.72414304617104
50,30,152581,25,2000,2,477.04590331754906
41,23,37170,21,2004,1,380.5431834897117
40,22,43555,0,2025,0,215.7564803873978
